,destination,Origin,Year,Month,Value
3841,UK,Somalia,2008,August,106
3842,UK,Somalia,2008,September,121
3843,UK,Somalia,2008,October,144
3844,UK,Somalia,2008,November,90
3845,UK,Somalia,2008,December,82
3846,UK,Somalia,2009,January,111
3847,UK,Somalia,2009,February,100
3848,UK,Somalia,2009,March,104
3849,UK,Somalia,2009,April,83
3850,UK,Somalia,2009,May,84
3851,UK,Somalia,2009,June,82
3852,UK,Somalia,2009,July,92
3853,UK,Somalia,2009,August,103
3854,UK,Somalia,2009,September,87
3855,UK,Somalia,2009,October,99
3856,UK,Somalia,2009,November,70
3857,UK,Somalia,2009,December,63
3858,UK,Somalia,2010,January,69
3859,UK,Somalia,2010,February,58
3860,UK,Somalia,2010,March,54
3861,UK,Somalia,2010,April,52
3862,UK,Somalia,2010,May,49
3863,UK,Somalia,2010,June,73
3864,UK,Somalia,2010,July,56
3865,UK,Somalia,2010,August,46
3866,UK,Somalia,2010,September,61
3867,UK,Somalia,2010,October,78
3868,UK,Somalia,2010,November,45
3869,UK,Somalia,2010,December,34
3870,UK,Somalia,2011,January,91
3871,UK,Somalia,2011,February,40
3872,UK,Somalia,2011,March,55
3873,UK,Somalia,2011,April,53
3874,UK,Somalia,2011,May,42
3875,UK,Somalia,2011,June,47
3876,UK,Somalia,2011,July,64
3877,UK,Somalia,2011,August,50
3878,UK,Somalia,2011,September,48
3879,UK,Somalia,2011,October,46
3880,UK,Somalia,2011,November,77
3881,UK,Somalia,2011,December,47
3882,UK,Somalia,2012,January,60
3883,UK,Somalia,2012,February,58
3884,UK,Somalia,2012,March,40
3885,UK,Somalia,2012,April,44
3886,UK,Somalia,2012,May,52
3887,UK,Somalia,2012,June,40
3888,UK,Somalia,2012,July,49
3889,UK,Somalia,2012,August,55
3890,UK,Somalia,2012,September,81
3891,UK,Somalia,2012,October,68
3892,UK,Somalia,2012,November,65
3893,UK,Somalia,2012,December,51
3894,UK,Somalia,2013,January,72
3895,UK,Somalia,2013,February,46
3896,UK,Somalia,2013,March,36
3897,UK,Somalia,2013,April,44
3898,UK,Somalia,2013,May,38
3899,UK,Somalia,2013,June,46
3900,UK,Somalia,2013,July,51
3901,UK,Somalia,2013,August,27
3902,UK,Somalia,2013,September,46
3903,UK,Somalia,2013,October,37
3904,UK,Somalia,2013,November,51
3905,UK,Somalia,2013,December,26
3906,UK,Somalia,2014,January,36
3907,UK,Somalia,2014,February,37
3908,UK,Somalia,2014,March,30
3909,UK,Somalia,2014,April,31
3910,UK,Somalia,2014,May,29
3911,UK,Somalia,2014,June,36
3912,UK,Somalia,2014,July,27
3913,UK,Somalia,2014,August,47
3914,UK,Somalia,2014,September,41
3915,UK,Somalia,2014,October,42
3916,UK,Somalia,2014,November,22
3917,UK,Somalia,2014,December,34
3918,UK,Somalia,2015,January,33
3919,UK,Somalia,2015,February,39
3920,UK,Somalia,2015,March,42
3921,UK,Somalia,2015,April,37
3922,UK,Somalia,2015,May,30
3923,UK,Somalia,2015,June,39
3924,UK,Somalia,2015,July,36
3925,UK,Somalia,2015,August,36
3926,UK,Somalia,2015,September,27
3927,UK,Somalia,2015,October,42
3928,UK,Somalia,2015,November,43
3929,UK,Somalia,2015,December,33
3930,UK,Somalia,2016,January,23
3931,UK,Somalia,2016,February,23
3932,UK,Somalia,2016,March,27
3933,UK,Somalia,2016,April,44
3934,UK,Somalia,2016,May,47
3935,UK,Somalia,2016,June,32
3936,UK,Somalia,2016,July,28
3937,UK,Somalia,2016,August,33
3938,UK,Somalia,2016,September,41
3939,UK,Somalia,2016,October,34
3940,UK,Somalia,2016,November,27
3941,UK,Somalia,2016,December,32
3942,UK,Somalia,2017,January,28
3943,UK,Somalia,2017,February,27
3944,UK,Somalia,2017,March,30
3945,UK,Somalia,2017,April,25
3946,UK,Somalia,2017,May,30
3947,UK,Somalia,2017,June,23
3948,UK,Somalia,2017,July,28
3949,UK,Somalia,2017,August,22
3950,UK,Somalia,2017,September,36
3951,UK,Somalia,2017,October,34
3952,UK,Somalia,2017,November,29
3953,UK,Somalia,2017,December,26
3954,UK,Somalia,2018,January,50
3955,UK,Somalia,2018,February,35
3956,UK,Somalia,2018,March,30
3957,UK,Somalia,2018,April,14
3958,UK,Somalia,2018,May,30
3959,UK,Somalia,2018,June,17
3960,UK,Somalia,2018,July,27
3961,Germany,Yemen,1999,January,1
3962,Germany,Yemen,1999,February,5
3963,Germany,Yemen,1999,March,14
3964,Germany,Yemen,1999,April,8
3965,Germany,Yemen,1999,May,22
3966,Germany,Yemen,1999,June,12
3967,Germany,Yemen,1999,July,36
3968,Germany,Yemen,1999,August,22
3969,Germany,Yemen,1999,September,31
3970,Germany,Yemen,1999,October,27
3971,Germany,Yemen,1999,November,15
3972,Germany,Yemen,1999,December,25
3973,Germany,Yemen,2000,January,29
3974,Germany,Yemen,2000,February,11
3975,Germany,Yemen,2000,March,11
3976,Germany,Yemen,2000,April,8
3977,Germany,Yemen,2000,May,6
3978,Germany,Yemen,2000,June,3
3979,Germany,Yemen,2000,July,5
3980,Germany,Yemen,2000,August,6
3981,Germany,Yemen,2000,September,5
3982,Germany,Yemen,2000,October,5
3983,Germany,Yemen,2000,November,10
3984,Germany,Yemen,2000,December,6
3985,Germany,Yemen,2001,January,9
3986,Germany,Yemen,2001,February,11
3987,Germany,Yemen,2001,March,6
3988,Germany,Yemen,2001,April,12
3989,Germany,Yemen,2001,May,2
3990,Germany,Yemen,2001,June,5
3991,Germany,Yemen,2001,July,8
3992,Germany,Yemen,2001,August,8
3993,Germany,Yemen,2001,September,7
3994,Germany,Yemen,2001,October,12
3995,Germany,Yemen,2001,November,8
3996,Germany,Yemen,2001,December,13
3997,Germany,Yemen,2002,January,4
3998,Germany,Yemen,2002,February,1
3999,Germany,Yemen,2002,March,2
4000,Germany,Yemen,2002,April,9
4001,Germany,Yemen,2002,May,2
4002,Germany,Yemen,2002,June,6
4003,Germany,Yemen,2002,July,1
4004,Germany,Yemen,2002,August,2
4005,Germany,Yemen,2002,September,6
4006,Germany,Yemen,2002,October,3
4007,Germany,Yemen,2002,November,1
4008,Germany,Yemen,2003,February,7
4009,Germany,Yemen,2003,March,3
4010,Germany,Yemen,2003,April,2
4011,Germany,Yemen,2003,May,4
4012,Germany,Yemen,2003,June,1
4013,Germany,Yemen,2003,July,4
4014,Germany,Yemen,2003,August,7
4015,Germany,Yemen,2003,September,2
4016,Germany,Yemen,2003,October,2
4017,Germany,Yemen,2003,November,1
4018,Germany,Yemen,2003,December,6
4019,Germany,Yemen,2004,January,3
4020,Germany,Yemen,2004,February,4
4021,Germany,Yemen,2004,March,3
4022,Germany,Yemen,2004,April,2
4023,Germany,Yemen,2004,May,3
4024,Germany,Yemen,2004,July,3
4025,Germany,Yemen,2004,August,2
4026,Germany,Yemen,2004,September,6
4027,Germany,Yemen,2004,October,4
4028,Germany,Yemen,2004,November,2
4029,Germany,Yemen,2004,December,1
4030,Germany,Yemen,2005,January,6
4031,Germany,Yemen,2005,February,1
4032,Germany,Yemen,2005,March,1
4033,Germany,Yemen,2005,April,6
4034,Germany,Yemen,2005,June,11
4035,Germany,Yemen,2005,July,2
4036,Germany,Yemen,2005,August,8
4037,Germany,Yemen,2005,September,2
4038,Germany,Yemen,2005,October,4
4039,Germany,Yemen,2005,November,8
4040,Germany,Yemen,2005,December,8
4041,Germany,Yemen,2006,January,2
4042,Germany,Yemen,2006,February,7
4043,Germany,Yemen,2006,March,14
4044,Germany,Yemen,2006,April,4
4045,Germany,Yemen,2006,May,5
4046,Germany,Yemen,2006,June,2
4047,Germany,Yemen,2006,July,1
4048,Germany,Yemen,2006,August,1
4049,Germany,Yemen,2006,September,1
4050,Germany,Yemen,2006,October,2
4051,Germany,Yemen,2006,November,2
4052,Germany,Yemen,2006,December,4
4053,Germany,Yemen,2007,January,3
4054,Germany,Yemen,2007,February,2
4055,Germany,Yemen,2007,March,1
4056,Germany,Yemen,2007,May,2
4057,Germany,Yemen,2007,July,1
4058,Germany,Yemen,2007,August,2
4059,Germany,Yemen,2007,October,1
4060,Germany,Yemen,2007,November,3
4061,Germany,Yemen,2008,March,1
4062,Germany,Yemen,2008,April,1
4063,Germany,Yemen,2008,May,2
4064,Germany,Yemen,2008,June,1
4065,Germany,Yemen,2008,September,1
4066,Germany,Yemen,2008,October,1
4067,Germany,Yemen,2008,December,2
4068,Germany,Yemen,2009,March,10
4069,Germany,Yemen,2009,May,2
4070,Germany,Yemen,2009,July,1
4071,Germany,Yemen,2009,August,3
4072,Germany,Yemen,2009,September,1
4073,Germany,Yemen,2009,October,2
4074,Germany,Yemen,2009,November,6
4075,Germany,Yemen,2009,December,2
4076,Germany,Yemen,2010,February,1
4077,Germany,Yemen,2010,March,5
4078,Germany,Yemen,2010,April,1
4079,Germany,Yemen,2010,May,2
4080,Germany,Yemen,2010,June,1
4081,Germany,Yemen,2010,August,1
4082,Germany,Yemen,2010,September,2
4083,Germany,Yemen,2010,October,1
4084,Germany,Yemen,2010,November,1
4085,Germany,Yemen,2010,December,2
4086,Germany,Yemen,2011,January,2
4087,Germany,Yemen,2011,February,3
4088,Germany,Yemen,2011,March,1
4089,Germany,Yemen,2011,April,1
4090,Germany,Yemen,2011,May,3
4091,Germany,Yemen,2011,June,8
4092,Germany,Yemen,2011,July,3
4093,Germany,Yemen,2011,August,5
4094,Germany,Yemen,2011,September,2
4095,Germany,Yemen,2011,November,5
4096,Germany,Yemen,2011,December,1
4097,Germany,Yemen,2012,February,1
4098,Germany,Yemen,2012,March,2
4099,Germany,Yemen,2012,April,3
4100,Germany,Yemen,2012,May,1
4101,Germany,Yemen,2012,June,1
4102,Germany,Yemen,2012,July,3
4103,Germany,Yemen,2012,September,2
4104,Germany,Yemen,2012,November,4
4105,Germany,Yemen,2012,December,4
4106,Germany,Yemen,2013,January,2
4107,Germany,Yemen,2013,February,7
4108,Germany,Yemen,2013,March,8
4109,Germany,Yemen,2013,April,3
4110,Germany,Yemen,2013,May,10
4111,Germany,Yemen,2013,June,4
4112,Germany,Yemen,2013,July,11
4113,Germany,Yemen,2013,August,11
4114,Germany,Yemen,2013,September,16
4115,Germany,Yemen,2013,October,7
4116,Germany,Yemen,2013,November,14
4117,Germany,Yemen,2013,December,4
4118,Germany,Yemen,2014,January,9
4119,Germany,Yemen,2014,February,11
4120,Germany,Yemen,2014,March,6
4121,Germany,Yemen,2014,April,22
4122,Germany,Yemen,2014,May,16
4123,Germany,Yemen,2014,June,5
4124,Germany,Yemen,2014,July,14
4125,Germany,Yemen,2014,August,26
4126,Germany,Yemen,2014,September,6
4127,Germany,Yemen,2014,October,10
4128,Germany,Yemen,2014,November,20
4129,Germany,Yemen,2014,December,1
4130,Germany,Yemen,2015,January,13
4131,Germany,Yemen,2015,February,18
4132,Germany,Yemen,2015,March,20
4133,Germany,Yemen,2015,April,18
4134,Germany,Yemen,2015,May,36
4135,Germany,Yemen,2015,June,42
4136,Germany,Yemen,2015,July,46
4137,Germany,Yemen,2015,August,41
4138,Germany,Yemen,2015,September,27
4139,Germany,Yemen,2015,October,21
4140,Germany,Yemen,2015,November,27
4141,Germany,Yemen,2015,December,19
4142,Germany,Yemen,2016,January,47
4143,Germany,Yemen,2016,February,38
4144,Germany,Yemen,2016,March,28
4145,Germany,Yemen,2016,April,23
4146,Germany,Yemen,2016,May,53
4147,Germany,Yemen,2016,June,63
4148,Germany,Yemen,2016,July,87
4149,Germany,Yemen,2016,August,82
4150,Germany,Yemen,2016,September,41
4151,Germany,Yemen,2016,October,19
4152,Germany,Yemen,2016,November,32
4153,Germany,Yemen,2016,December,35
4154,Germany,Yemen,2017,January,17
4155,Germany,Yemen,2017,February,25
4156,Germany,Yemen,2017,March,33
4157,Germany,Yemen,2017,April,29
4158,Germany,Yemen,2017,May,37
4159,Germany,Yemen,2017,June,36
4160,Germany,Yemen,2017,July,44
4161,Germany,Yemen,2017,August,45
4162,Germany,Yemen,2017,September,49
4163,Germany,Yemen,2017,October,43
4164,Germany,Yemen,2017,November,136
4165,Germany,Yemen,2017,December,38
4166,Germany,Yemen,2018,January,87
4167,Germany,Yemen,2018,February,100
4168,Germany,Yemen,2018,March,77
4169,Germany,Yemen,2018,April,61
4170,Germany,Yemen,2018,May,69
4171,Germany,Yemen,2018,June,67
4172,Germany,Yemen,2018,July,72
4173,Germany,Yemen,2018,August,37
4174,Germany,Myanmar,1999,April,5
4175,Germany,Myanmar,1999,May,6
4176,Germany,Myanmar,1999,July,1
4177,Germany,Myanmar,1999,August,6
4178,Germany,Myanmar,1999,September,2
4179,Germany,Myanmar,1999,October,5
4180,Germany,Myanmar,1999,November,12
4181,Germany,Myanmar,1999,December,3
4182,Germany,Myanmar,2000,January,9
4183,Germany,Myanmar,2000,February,1
4184,Germany,Myanmar,2000,May,5
4185,Germany,Myanmar,2000,June,20
4186,Germany,Myanmar,2000,July,10
4187,Germany,Myanmar,2000,August,21
4188,Germany,Myanmar,2000,September,21
4189,Germany,Myanmar,2000,October,20
4190,Germany,Myanmar,2000,November,23
4191,Germany,Myanmar,2000,December,5
4192,Germany,Myanmar,2001,January,14
4193,Germany,Myanmar,2001,February,33
4194,Germany,Myanmar,2001,March,7
4195,Germany,Myanmar,2001,April,23
4196,Germany,Myanmar,2001,May,6
4197,Germany,Myanmar,2001,June,6
4198,Germany,Myanmar,2001,July,7
4199,Germany,Myanmar,2001,August,6
4200,Germany,Myanmar,2001,September,5
4201,Germany,Myanmar,2001,October,3
4202,Germany,Myanmar,2001,November,1
4203,Germany,Myanmar,2001,December,2
4204,Germany,Myanmar,2002,January,4
4205,Germany,Myanmar,2002,February,1
4206,Germany,Myanmar,2002,April,3
4207,Germany,Myanmar,2002,May,7
4208,Germany,Myanmar,2002,June,4
4209,Germany,Myanmar,2002,July,3
4210,Germany,Myanmar,2002,August,5
4211,Germany,Myanmar,2002,September,2
4212,Germany,Myanmar,2002,October,19
4213,Germany,Myanmar,2002,November,8
4214,Germany,Myanmar,2002,December,1
4215,Germany,Myanmar,2003,January,15
4216,Germany,Myanmar,2003,February,14
4217,Germany,Myanmar,2003,March,10
4218,Germany,Myanmar,2003,April,13
4219,Germany,Myanmar,2003,May,18
4220,Germany,Myanmar,2003,June,2
4221,Germany,Myanmar,2003,July,3
4222,Germany,Myanmar,2003,August,10
4223,Germany,Myanmar,2003,October,5
4224,Germany,Myanmar,2003,November,1
4225,Germany,Myanmar,2003,December,1
4226,Germany,Myanmar,2004,January,3
4227,Germany,Myanmar,2004,February,3
4228,Germany,Myanmar,2004,March,15
4229,Germany,Myanmar,2004,April,5
4230,Germany,Myanmar,2004,May,1
4231,Germany,Myanmar,2004,June,9
4232,Germany,Myanmar,2004,July,5
4233,Germany,Myanmar,2004,August,5
4234,Germany,Myanmar,2004,September,1
4235,Germany,Myanmar,2004,October,3
4236,Germany,Myanmar,2004,November,1
4237,Germany,Myanmar,2004,December,1
4238,Germany,Myanmar,2005,March,1
4239,Germany,Myanmar,2005,April,1
4240,Germany,Myanmar,2005,June,5
4241,Germany,Myanmar,2005,July,2
4242,Germany,Myanmar,2005,August,1
4243,Germany,Myanmar,2005,September,3
4244,Germany,Myanmar,2005,October,19
4245,Germany,Myanmar,2005,November,8
4246,Germany,Myanmar,2006,January,7
4247,Germany,Myanmar,2006,February,4
4248,Germany,Myanmar,2006,March,4
4249,Germany,Myanmar,2006,April,12
4250,Germany,Myanmar,2006,May,20
4251,Germany,Myanmar,2006,June,10
4252,Germany,Myanmar,2006,July,6
4253,Germany,Myanmar,2006,August,23
4254,Germany,Myanmar,2006,September,10
4255,Germany,Myanmar,2006,October,8
4256,Germany,Myanmar,2006,November,1
4257,Germany,Myanmar,2006,December,21
4258,Germany,Myanmar,2007,January,15
4259,Germany,Myanmar,2007,February,21
4260,Germany,Myanmar,2007,March,3
4261,Germany,Myanmar,2007,April,4
4262,Germany,Myanmar,2007,May,13
4263,Germany,Myanmar,2007,June,19
4264,Germany,Myanmar,2007,July,11
4265,Germany,Myanmar,2007,August,13
4266,Germany,Myanmar,2007,September,6
4267,Germany,Myanmar,2007,October,13
4268,Germany,Myanmar,2007,November,9
4269,Germany,Myanmar,2007,December,1
4270,Germany,Myanmar,2008,January,13
4271,Germany,Myanmar,2008,February,13
4272,Germany,Myanmar,2008,March,9
4273,Germany,Myanmar,2008,April,6
4274,Germany,Myanmar,2008,May,8
4275,Germany,Myanmar,2008,June,2
4276,Germany,Myanmar,2008,July,3
4277,Germany,Myanmar,2008,August,11
4278,Germany,Myanmar,2008,September,3
4279,Germany,Myanmar,2008,October,3
4280,Germany,Myanmar,2008,November,1
4281,Germany,Myanmar,2008,December,2
4282,Germany,Myanmar,2009,January,4
4283,Germany,Myanmar,2009,February,2
4284,Germany,Myanmar,2009,March,18
4285,Germany,Myanmar,2009,April,9
4286,Germany,Myanmar,2009,May,4
4287,Germany,Myanmar,2009,June,1
4288,Germany,Myanmar,2009,July,5
4289,Germany,Myanmar,2009,August,1
4290,Germany,Myanmar,2009,September,3
4291,Germany,Myanmar,2009,October,9
4292,Germany,Myanmar,2009,November,3
4293,Germany,Myanmar,2009,December,6
4294,Germany,Myanmar,2010,January,9
4295,Germany,Myanmar,2010,March,2
4296,Germany,Myanmar,2010,April,2
4297,Germany,Myanmar,2010,May,5
4298,Germany,Myanmar,2010,June,2
4299,Germany,Myanmar,2010,July,8
4300,Germany,Myanmar,2010,August,15
4301,Germany,Myanmar,2010,September,23
4302,Germany,Myanmar,2010,October,10
4303,Germany,Myanmar,2010,November,15
4304,Germany,Myanmar,2010,December,5
4305,Germany,Myanmar,2011,January,9
4306,Germany,Myanmar,2011,February,13
4307,Germany,Myanmar,2011,March,5
4308,Germany,Myanmar,2011,April,3
4309,Germany,Myanmar,2011,May,7
4310,Germany,Myanmar,2011,June,4
4311,Germany,Myanmar,2011,July,12
4312,Germany,Myanmar,2011,August,3
4313,Germany,Myanmar,2011,September,7
4314,Germany,Myanmar,2011,October,4
4315,Germany,Myanmar,2011,November,13
4316,Germany,Myanmar,2011,December,9
4317,Germany,Myanmar,2012,January,1
4318,Germany,Myanmar,2012,February,6
4319,Germany,Myanmar,2012,April,3
4320,Germany,Myanmar,2012,May,1
4321,Germany,Myanmar,2012,June,3
4322,Germany,Myanmar,2012,July,1
4323,Germany,Myanmar,2012,August,4
4324,Germany,Myanmar,2012,September,2
4325,Germany,Myanmar,2012,October,4
4326,Germany,Myanmar,2012,November,9
4327,Germany,Myanmar,2012,December,9
4328,Germany,Myanmar,2013,January,8
4329,Germany,Myanmar,2013,February,2
4330,Germany,Myanmar,2013,March,5
4331,Germany,Myanmar,2013,April,3
4332,Germany,Myanmar,2013,May,3
4333,Germany,Myanmar,2013,June,5
4334,Germany,Myanmar,2013,July,3
4335,Germany,Myanmar,2013,August,1
4336,Germany,Myanmar,2013,September,12
4337,Germany,Myanmar,2013,October,15
4338,Germany,Myanmar,2013,November,8
4339,Germany,Myanmar,2013,December,3
4340,Germany,Myanmar,2014,January,5
4341,Germany,Myanmar,2014,February,8
4342,Germany,Myanmar,2014,March,11
4343,Germany,Myanmar,2014,April,6
4344,Germany,Myanmar,2014,May,3
4345,Germany,Myanmar,2014,June,7
4346,Germany,Myanmar,2014,July,6
4347,Germany,Myanmar,2014,August,5
4348,Germany,Myanmar,2014,September,3
4349,Germany,Myanmar,2014,October,3
4350,Germany,Myanmar,2014,November,3
4351,Germany,Myanmar,2014,December,2
4352,Germany,Myanmar,2015,January,3
4353,Germany,Myanmar,2015,February,4
4354,Germany,Myanmar,2015,March,1
4355,Germany,Myanmar,2015,April,7
4356,Germany,Myanmar,2015,May,4
4357,Germany,Myanmar,2015,June,10
4358,Germany,Myanmar,2015,July,3
4359,Germany,Myanmar,2015,August,4
4360,Germany,Myanmar,2015,September,6
4361,Germany,Myanmar,2015,October,7
4362,Germany,Myanmar,2015,November,4
4363,Germany,Myanmar,2015,December,1
4364,Germany,Myanmar,2016,January,3
4365,Germany,Myanmar,2016,February,1
4366,Germany,Myanmar,2016,March,7
4367,Germany,Myanmar,2016,April,9
4368,Germany,Myanmar,2016,May,10
4369,Germany,Myanmar,2016,June,10
4370,Germany,Myanmar,2016,July,14
4371,Germany,Myanmar,2016,August,24
4372,Germany,Myanmar,2016,September,25
4373,Germany,Myanmar,2016,October,12
4374,Germany,Myanmar,2016,November,11
4375,Germany,Myanmar,2016,December,5
4376,Germany,Myanmar,2017,January,8
4377,Germany,Myanmar,2017,February,*
4378,Germany,Myanmar,2017,March,*
4379,Germany,Myanmar,2017,April,*
4380,Germany,Myanmar,2017,May,23
4381,Germany,Myanmar,2017,June,20
4382,Germany,Myanmar,2017,July,*
4383,Germany,Myanmar,2017,August,6
4384,Germany,Myanmar,2017,September,11
4385,Germany,Myanmar,2017,October,11
4386,Germany,Myanmar,2017,November,9
4387,Germany,Myanmar,2017,December,15
4388,Germany,Myanmar,2018,January,9
4389,Germany,Myanmar,2018,February,7
4390,Germany,Myanmar,2018,March,10
4391,Germany,Myanmar,2018,April,6
4392,Germany,Myanmar,2018,May,*
4393,Germany,Myanmar,2018,June,7
4394,Germany,Myanmar,2018,July,10
4395,Germany,Myanmar,2018,August,*
4396,Germany,Somalia,1999,January,67
4397,Germany,Somalia,1999,February,66
4398,Germany,Somalia,1999,March,41
4399,Germany,Somalia,1999,April,41
4400,Germany,Somalia,1999,May,28
4401,Germany,Somalia,1999,June,65
4402,Germany,Somalia,1999,July,37
4403,Germany,Somalia,1999,August,70
4404,Germany,Somalia,1999,September,43
4405,Germany,Somalia,1999,October,46
4406,Germany,Somalia,1999,November,49
4407,Germany,Somalia,1999,December,58
4408,Germany,Somalia,2000,January,55
4409,Germany,Somalia,2000,February,50
4410,Germany,Somalia,2000,March,16
4411,Germany,Somalia,2000,April,46
4412,Germany,Somalia,2000,May,30
4413,Germany,Somalia,2000,June,25
4414,Germany,Somalia,2000,July,36
4415,Germany,Somalia,2000,August,40
4416,Germany,Somalia,2000,September,37
4417,Germany,Somalia,2000,October,19
4418,Germany,Somalia,2000,November,34
4419,Germany,Somalia,2000,December,16
4420,Germany,Somalia,2001,January,45
4421,Germany,Somalia,2001,February,32
4422,Germany,Somalia,2001,March,25
4423,Germany,Somalia,2001,April,19
4424,Germany,Somalia,2001,May,17
4425,Germany,Somalia,2001,June,11
4426,Germany,Somalia,2001,July,30
4427,Germany,Somalia,2001,August,30
4428,Germany,Somalia,2001,September,19
4429,Germany,Somalia,2001,October,20
4430,Germany,Somalia,2001,November,18
4431,Germany,Somalia,2001,December,8
4432,Germany,Somalia,2002,January,26
4433,Germany,Somalia,2002,February,13
4434,Germany,Somalia,2002,March,15
4435,Germany,Somalia,2002,April,17
4436,Germany,Somalia,2002,May,18
4437,Germany,Somalia,2002,June,8
4438,Germany,Somalia,2002,July,17
4439,Germany,Somalia,2002,August,16
4440,Germany,Somalia,2002,September,30
4441,Germany,Somalia,2002,October,10
4442,Germany,Somalia,2002,November,18
4443,Germany,Somalia,2002,December,17
4444,Germany,Somalia,2003,January,38
4445,Germany,Somalia,2003,February,15
4446,Germany,Somalia,2003,March,23
4447,Germany,Somalia,2003,April,20
4448,Germany,Somalia,2003,May,15
4449,Germany,Somalia,2003,June,18
4450,Germany,Somalia,2003,July,28
4451,Germany,Somalia,2003,August,16
4452,Germany,Somalia,2003,September,31
4453,Germany,Somalia,2003,October,23
4454,Germany,Somalia,2003,November,17
4455,Germany,Somalia,2003,December,21
4456,Germany,Somalia,2004,January,35
4457,Germany,Somalia,2004,February,37
4458,Germany,Somalia,2004,March,30
4459,Germany,Somalia,2004,April,18
4460,Germany,Somalia,2004,May,15
4461,Germany,Somalia,2004,June,9
4462,Germany,Somalia,2004,July,8
4463,Germany,Somalia,2004,August,37
4464,Germany,Somalia,2004,September,13
4465,Germany,Somalia,2004,October,9
4466,Germany,Somalia,2004,November,19
4467,Germany,Somalia,2004,December,14
4468,Germany,Somalia,2005,January,22
4469,Germany,Somalia,2005,February,14
4470,Germany,Somalia,2005,March,14
4471,Germany,Somalia,2005,April,11
4472,Germany,Somalia,2005,May,17
4473,Germany,Somalia,2005,June,8
4474,Germany,Somalia,2005,July,15
4475,Germany,Somalia,2005,August,10
4476,Germany,Somalia,2005,September,14
4477,Germany,Somalia,2005,October,11
4478,Germany,Somalia,2005,November,12
4479,Germany,Somalia,2005,December,17
4480,Germany,Somalia,2006,January,10
4481,Germany,Somalia,2006,February,13
4482,Germany,Somalia,2006,March,11
4483,Germany,Somalia,2006,April,3
4484,Germany,Somalia,2006,May,25
4485,Germany,Somalia,2006,June,22
4486,Germany,Somalia,2006,July,8
4487,Germany,Somalia,2006,August,17
4488,Germany,Somalia,2006,September,3
4489,Germany,Somalia,2006,October,15
4490,Germany,Somalia,2006,November,14
4491,Germany,Somalia,2006,December,6
4492,Germany,Somalia,2007,January,12
4493,Germany,Somalia,2007,February,8
4494,Germany,Somalia,2007,March,8
4495,Germany,Somalia,2007,April,10
4496,Germany,Somalia,2007,May,8
4497,Germany,Somalia,2007,June,12
4498,Germany,Somalia,2007,July,16
4499,Germany,Somalia,2007,August,15
4500,Germany,Somalia,2007,September,10
4501,Germany,Somalia,2007,October,5
4502,Germany,Somalia,2007,November,14
4503,Germany,Somalia,2007,December,8
4504,Germany,Somalia,2008,January,15
4505,Germany,Somalia,2008,February,15
4506,Germany,Somalia,2008,March,7
4507,Germany,Somalia,2008,April,13
4508,Germany,Somalia,2008,May,8
4509,Germany,Somalia,2008,June,20
4510,Germany,Somalia,2008,July,14
4511,Germany,Somalia,2008,August,15
4512,Germany,Somalia,2008,September,17
4513,Germany,Somalia,2008,October,12
4514,Germany,Somalia,2008,November,10
4515,Germany,Somalia,2008,December,20
4516,Germany,Somalia,2009,January,9
4517,Germany,Somalia,2009,February,14
4518,Germany,Somalia,2009,March,12
4519,Germany,Somalia,2009,April,26
4520,Germany,Somalia,2009,May,24
4521,Germany,Somalia,2009,June,17
4522,Germany,Somalia,2009,July,15
4523,Germany,Somalia,2009,August,28
4524,Germany,Somalia,2009,September,65
4525,Germany,Somalia,2009,October,49
4526,Germany,Somalia,2009,November,40
4527,Germany,Somalia,2009,December,47
4528,Germany,Somalia,2010,January,46
4529,Germany,Somalia,2010,February,40
4530,Germany,Somalia,2010,March,102
4531,Germany,Somalia,2010,April,120
4532,Germany,Somalia,2010,May,86
4533,Germany,Somalia,2010,June,151
4534,Germany,Somalia,2010,July,376
4535,Germany,Somalia,2010,August,735
4536,Germany,Somalia,2010,September,257
4537,Germany,Somalia,2010,October,135
4538,Germany,Somalia,2010,November,122
4539,Germany,Somalia,2010,December,65
4540,Germany,Somalia,2011,January,73
4541,Germany,Somalia,2011,February,55
4542,Germany,Somalia,2011,March,59
4543,Germany,Somalia,2011,April,54
4544,Germany,Somalia,2011,May,98
4545,Germany,Somalia,2011,June,61
4546,Germany,Somalia,2011,July,112
4547,Germany,Somalia,2011,August,90
4548,Germany,Somalia,2011,September,118
4549,Germany,Somalia,2011,October,91
4550,Germany,Somalia,2011,November,74
4551,Germany,Somalia,2011,December,99
4552,Germany,Somalia,2012,January,82
4553,Germany,Somalia,2012,February,69
4554,Germany,Somalia,2012,March,102
4555,Germany,Somalia,2012,April,120
4556,Germany,Somalia,2012,May,77
4557,Germany,Somalia,2012,June,86
4558,Germany,Somalia,2012,July,101
4559,Germany,Somalia,2012,August,105
4560,Germany,Somalia,2012,September,63
4561,Germany,Somalia,2012,October,107
4562,Germany,Somalia,2012,November,203
4563,Germany,Somalia,2012,December,128
4564,Germany,Somalia,2013,January,177
4565,Germany,Somalia,2013,February,156
4566,Germany,Somalia,2013,March,184
4567,Germany,Somalia,2013,April,240
4568,Germany,Somalia,2013,May,195
4569,Germany,Somalia,2013,June,262
4570,Germany,Somalia,2013,July,313
