,destination,Origin,Year,Month,Value,deaths
1210,UK,Afghanistan,2016,December,211,18317
1211,Germany,Afghanistan,2016,January,6773,18317
1212,Germany,Afghanistan,2016,February,9457,18317
1213,Germany,Afghanistan,2016,March,9860,18317
1214,Germany,Afghanistan,2016,April,10466,18317
1215,Germany,Afghanistan,2016,May,10900,18317
1216,Germany,Afghanistan,2016,June,16877,18317
1217,Germany,Afghanistan,2016,July,16969,18317
1218,Germany,Afghanistan,2016,August,20353,18317
1219,Germany,Afghanistan,2016,September,14811,18317
1220,Germany,Afghanistan,2016,October,5622,18317
1221,Germany,Afghanistan,2016,November,3101,18317
1222,Germany,Afghanistan,2016,December,1822,18317
1223,Italy,Afghanistan,2016,January,664,18317
1224,Italy,Afghanistan,2016,February,476,18317
1225,Italy,Afghanistan,2016,March,342,18317
1226,Italy,Afghanistan,2016,April,231,18317
1227,Italy,Afghanistan,2016,May,211,18317
1228,Italy,Afghanistan,2016,June,163,18317
1229,Italy,Afghanistan,2016,July,125,18317
1230,Italy,Afghanistan,2016,August,118,18317
1231,Italy,Afghanistan,2016,September,150,18317
1232,Italy,Afghanistan,2016,October,163,18317
1233,Italy,Afghanistan,2016,November,113,18317
1234,Italy,Afghanistan,2016,December,87,18317
1235,USA,Afghanistan,2016,January,25,18317
1236,USA,Afghanistan,2016,February,25,18317
1237,USA,Afghanistan,2016,March,29,18317
1238,USA,Afghanistan,2016,April,28,18317
1239,USA,Afghanistan,2016,May,24,18317
1240,USA,Afghanistan,2016,June,30,18317
1241,USA,Afghanistan,2016,July,19,18317
1242,USA,Afghanistan,2016,August,25,18317
1243,USA,Afghanistan,2016,September,13,18317
1244,USA,Afghanistan,2016,October,16,18317
1245,USA,Afghanistan,2016,November,17,18317
1246,USA,Afghanistan,2016,December,12,18317
1247,USA,Afghanistan,2016,January,4,18317
1248,USA,Afghanistan,2016,March,7,18317
1249,USA,Afghanistan,2016,July,5,18317
1250,USA,Afghanistan,2016,August,5,18317
1251,USA,Afghanistan,2016,October,5,18317
1252,USA,Afghanistan,2016,December,4,18317
1253,Canada,Afghanistan,2017,January,56,19412
1254,Canada,Afghanistan,2017,February,46,19412
1255,Canada,Afghanistan,2017,March,46,19412
1256,Canada,Afghanistan,2017,April,50,19412
1257,Canada,Afghanistan,2017,May,54,19412
1258,Canada,Afghanistan,2017,June,51,19412
1259,Canada,Afghanistan,2017,July,67,19412
1260,Canada,Afghanistan,2017,August,65,19412
1261,Canada,Afghanistan,2017,September,51,19412
1262,Canada,Afghanistan,2017,October,80,19412
1263,Canada,Afghanistan,2017,November,51,19412
1264,Canada,Afghanistan,2017,December,47,19412
1265,France,Afghanistan,2017,January,478,19412
1266,France,Afghanistan,2017,February,425,19412
1267,France,Afghanistan,2017,March,591,19412
1268,France,Afghanistan,2017,April,581,19412
1269,France,Afghanistan,2017,May,567,19412
1270,France,Afghanistan,2017,June,487,19412
1271,France,Afghanistan,2017,July,524,19412
1272,France,Afghanistan,2017,August,462,19412
1273,France,Afghanistan,2017,September,469,19412
1274,France,Afghanistan,2017,October,578,19412
1275,France,Afghanistan,2017,November,625,19412
1276,France,Afghanistan,2017,December,800,19412
1277,UK,Afghanistan,2017,January,124,19412
1278,UK,Afghanistan,2017,February,130,19412
1279,UK,Afghanistan,2017,March,186,19412
1280,UK,Afghanistan,2017,April,119,19412
1281,UK,Afghanistan,2017,May,154,19412
1282,UK,Afghanistan,2017,June,174,19412
1283,UK,Afghanistan,2017,July,160,19412
1284,UK,Afghanistan,2017,August,213,19412
1285,UK,Afghanistan,2017,September,190,19412
1286,UK,Afghanistan,2017,October,152,19412
1287,UK,Afghanistan,2017,November,228,19412
1288,UK,Afghanistan,2017,December,132,19412
1289,Germany,Afghanistan,2017,January,1442,19412
1290,Germany,Afghanistan,2017,February,1492,19412
1291,Germany,Afghanistan,2017,March,2093,19412
1292,Germany,Afghanistan,2017,April,1131,19412
1293,Germany,Afghanistan,2017,May,1268,19412
1294,Germany,Afghanistan,2017,June,1119,19412
1295,Germany,Afghanistan,2017,July,1109,19412
1296,Germany,Afghanistan,2017,August,1315,19412
1297,Germany,Afghanistan,2017,September,925,19412
1298,Germany,Afghanistan,2017,October,1008,19412
1299,Germany,Afghanistan,2017,November,1094,19412
1300,Germany,Afghanistan,2017,December,791,19412
1301,Italy,Afghanistan,2017,January,92,19412
1302,Italy,Afghanistan,2017,February,90,19412
1303,Italy,Afghanistan,2017,March,107,19412
1304,Italy,Afghanistan,2017,April,95,19412
1305,Italy,Afghanistan,2017,May,106,19412
1306,Italy,Afghanistan,2017,June,94,19412
1307,Italy,Afghanistan,2017,July,68,19412
1308,Italy,Afghanistan,2017,August,70,19412
1309,Italy,Afghanistan,2017,September,70,19412
1310,Italy,Afghanistan,2017,October,63,19412
1311,Italy,Afghanistan,2017,November,108,19412
1312,Italy,Afghanistan,2017,December,45,19412
1313,USA,Afghanistan,2017,January,9,19412
1314,USA,Afghanistan,2017,February,16,19412
1315,USA,Afghanistan,2017,March,10,19412
1316,USA,Afghanistan,2017,April,8,19412
1317,USA,Afghanistan,2017,May,16,19412
1318,USA,Afghanistan,2017,June,6,19412
1319,USA,Afghanistan,2017,July,*,19412
1320,USA,Afghanistan,2017,August,5,19412
1321,USA,Afghanistan,2017,September,12,19412
1322,USA,Afghanistan,2017,October,*,19412
1323,USA,Afghanistan,2017,November,11,19412
1324,USA,Afghanistan,2017,December,11,19412
1325,USA,Afghanistan,2017,January,8,19412
1326,USA,Afghanistan,2017,February,10,19412
1327,USA,Afghanistan,2017,March,5,19412
1328,USA,Afghanistan,2017,May,8,19412
1329,USA,Afghanistan,2017,June,8,19412
1330,USA,Afghanistan,2017,September,8,19412
1331,USA,Afghanistan,2017,December,5,19412
1332,Canada,Myanmar,2000,January,1,226
1333,Canada,Myanmar,2000,February,3,226
1334,Canada,Myanmar,2000,March,4,226
1335,Canada,Myanmar,2000,April,1,226
1336,Canada,Myanmar,2000,June,2,226
1337,Canada,Myanmar,2000,August,1,226
1338,Canada,Myanmar,2000,September,1,226
1339,Canada,Myanmar,2000,October,1,226
1340,France,Myanmar,2000,January,2,226
1341,France,Myanmar,2000,February,2,226
1342,France,Myanmar,2000,March,1,226
1343,France,Myanmar,2000,May,2,226
1344,France,Myanmar,2000,August,1,226
1345,France,Myanmar,2000,September,4,226
1346,France,Myanmar,2000,November,2,226
1347,France,Myanmar,2000,December,3,226
1348,Germany,Myanmar,2000,January,9,226
1349,Germany,Myanmar,2000,February,1,226
1350,Germany,Myanmar,2000,May,5,226
1351,Germany,Myanmar,2000,June,20,226
1352,Germany,Myanmar,2000,July,10,226
1353,Germany,Myanmar,2000,August,21,226
1354,Germany,Myanmar,2000,September,21,226
1355,Germany,Myanmar,2000,October,20,226
1356,Germany,Myanmar,2000,November,23,226
1357,Germany,Myanmar,2000,December,5,226
1358,USA,Myanmar,2000,January,24,226
1359,USA,Myanmar,2000,February,35,226
1360,USA,Myanmar,2000,March,40,226
1361,USA,Myanmar,2000,April,37,226
1362,USA,Myanmar,2000,May,31,226
1363,USA,Myanmar,2000,June,53,226
1364,USA,Myanmar,2000,July,45,226
1365,USA,Myanmar,2000,August,100,226
1366,USA,Myanmar,2000,September,134,226
1367,USA,Myanmar,2000,October,83,226
1368,USA,Myanmar,2000,November,149,226
1369,USA,Myanmar,2000,December,221,226
1370,USA,Myanmar,2000,January,2,226
1371,USA,Myanmar,2000,February,1,226
1372,USA,Myanmar,2000,March,5,226
1373,USA,Myanmar,2000,April,6,226
1374,USA,Myanmar,2000,May,5,226
1375,USA,Myanmar,2000,June,2,226
1376,USA,Myanmar,2000,July,4,226
1377,USA,Myanmar,2000,August,8,226
1378,USA,Myanmar,2000,September,1,226
1379,USA,Myanmar,2000,October,9,226
1380,USA,Myanmar,2000,November,2,226
1381,USA,Myanmar,2000,December,11,226
1382,Canada,Myanmar,2001,February,7,215
1383,Canada,Myanmar,2001,March,2,215
1384,Canada,Myanmar,2001,May,1,215
1385,Canada,Myanmar,2001,June,4,215
1386,Canada,Myanmar,2001,July,1,215
1387,Canada,Myanmar,2001,August,2,215
1388,Canada,Myanmar,2001,September,2,215
1389,Canada,Myanmar,2001,October,1,215
1390,Canada,Myanmar,2001,November,2,215
1391,Canada,Myanmar,2001,December,1,215
1392,France,Myanmar,2001,January,2,215
1393,France,Myanmar,2001,February,1,215
1394,France,Myanmar,2001,March,3,215
1395,France,Myanmar,2001,April,3,215
1396,France,Myanmar,2001,May,1,215
1397,France,Myanmar,2001,July,2,215
1398,France,Myanmar,2001,August,3,215
1399,France,Myanmar,2001,September,2,215
1400,France,Myanmar,2001,November,2,215
1401,France,Myanmar,2001,December,6,215
1402,UK,Myanmar,2001,January,10,215
1403,UK,Myanmar,2001,February,5,215
1404,UK,Myanmar,2001,March,10,215
1405,UK,Myanmar,2001,April,5,215
1406,UK,Myanmar,2001,May,5,215
1407,UK,Myanmar,2001,June,15,215
1408,UK,Myanmar,2001,August,15,215
1409,UK,Myanmar,2001,September,5,215
1410,UK,Myanmar,2001,October,10,215
1411,UK,Myanmar,2001,November,10,215
1412,UK,Myanmar,2001,December,10,215
1413,Germany,Myanmar,2001,January,14,215
1414,Germany,Myanmar,2001,February,33,215
1415,Germany,Myanmar,2001,March,7,215
1416,Germany,Myanmar,2001,April,23,215
1417,Germany,Myanmar,2001,May,6,215
1418,Germany,Myanmar,2001,June,6,215
1419,Germany,Myanmar,2001,July,7,215
1420,Germany,Myanmar,2001,August,6,215
1421,Germany,Myanmar,2001,September,5,215
1422,Germany,Myanmar,2001,October,3,215
1423,Germany,Myanmar,2001,November,1,215
1424,Germany,Myanmar,2001,December,2,215
1425,USA,Myanmar,2001,January,257,215
1426,USA,Myanmar,2001,February,277,215
1427,USA,Myanmar,2001,March,77,215
1428,USA,Myanmar,2001,April,53,215
1429,USA,Myanmar,2001,May,70,215
1430,USA,Myanmar,2001,June,64,215
1431,USA,Myanmar,2001,July,43,215
1432,USA,Myanmar,2001,August,68,215
1433,USA,Myanmar,2001,September,67,215
1434,USA,Myanmar,2001,October,36,215
1435,USA,Myanmar,2001,November,71,215
1436,USA,Myanmar,2001,December,65,215
1437,USA,Myanmar,2001,January,27,215
1438,USA,Myanmar,2001,February,30,215
1439,USA,Myanmar,2001,March,12,215
1440,USA,Myanmar,2001,April,21,215
1441,USA,Myanmar,2001,May,2,215
1442,USA,Myanmar,2001,June,2,215
1443,USA,Myanmar,2001,July,4,215
1444,USA,Myanmar,2001,August,3,215
1445,USA,Myanmar,2001,September,5,215
1446,USA,Myanmar,2001,October,21,215
1447,USA,Myanmar,2001,November,3,215
1448,USA,Myanmar,2001,December,3,215
1449,Canada,Myanmar,2002,February,5,294
1450,Canada,Myanmar,2002,March,3,294
1451,Canada,Myanmar,2002,April,6,294
1452,Canada,Myanmar,2002,May,6,294
1453,Canada,Myanmar,2002,June,2,294
1454,Canada,Myanmar,2002,July,3,294
1455,Canada,Myanmar,2002,August,3,294
1456,Canada,Myanmar,2002,September,2,294
1457,Canada,Myanmar,2002,October,1,294
1458,Canada,Myanmar,2002,November,10,294
1459,Canada,Myanmar,2002,December,7,294
1460,France,Myanmar,2002,February,1,294
1461,France,Myanmar,2002,March,1,294
1462,France,Myanmar,2002,May,1,294
1463,France,Myanmar,2002,June,1,294
1464,France,Myanmar,2002,August,2,294
1465,France,Myanmar,2002,September,1,294
1466,France,Myanmar,2002,October,1,294
1467,UK,Myanmar,2002,January,9,294
1468,UK,Myanmar,2002,February,4,294
1469,UK,Myanmar,2002,March,7,294
1470,UK,Myanmar,2002,April,6,294
1471,UK,Myanmar,2002,May,16,294
1472,UK,Myanmar,2002,June,3,294
1473,UK,Myanmar,2002,July,4,294
1474,UK,Myanmar,2002,August,10,294
1475,UK,Myanmar,2002,September,6,294
1476,UK,Myanmar,2002,October,3,294
1477,UK,Myanmar,2002,November,13,294
1478,UK,Myanmar,2002,December,12,294
1479,Germany,Myanmar,2002,January,4,294
1480,Germany,Myanmar,2002,February,1,294
1481,Germany,Myanmar,2002,April,3,294
1482,Germany,Myanmar,2002,May,7,294
1483,Germany,Myanmar,2002,June,4,294
1484,Germany,Myanmar,2002,July,3,294
1485,Germany,Myanmar,2002,August,5,294
1486,Germany,Myanmar,2002,September,2,294
1487,Germany,Myanmar,2002,October,19,294
1488,Germany,Myanmar,2002,November,8,294
1489,Germany,Myanmar,2002,December,1,294
1490,USA,Myanmar,2002,January,70,294
1491,USA,Myanmar,2002,February,45,294
1492,USA,Myanmar,2002,March,48,294
1493,USA,Myanmar,2002,April,34,294
1494,USA,Myanmar,2002,May,35,294
1495,USA,Myanmar,2002,June,46,294
1496,USA,Myanmar,2002,July,42,294
1497,USA,Myanmar,2002,August,50,294
1498,USA,Myanmar,2002,September,26,294
1499,USA,Myanmar,2002,October,20,294
1500,USA,Myanmar,2002,November,28,294
1501,USA,Myanmar,2002,December,34,294
1502,USA,Myanmar,2002,January,1,294
1503,USA,Myanmar,2002,February,4,294
1504,USA,Myanmar,2002,March,7,294
1505,USA,Myanmar,2002,April,10,294
1506,USA,Myanmar,2002,May,2,294
1507,USA,Myanmar,2002,June,3,294
1508,USA,Myanmar,2002,July,8,294
1509,USA,Myanmar,2002,August,5,294
1510,USA,Myanmar,2002,September,10,294
1511,USA,Myanmar,2002,October,16,294
1512,USA,Myanmar,2002,November,9,294
1513,USA,Myanmar,2002,December,13,294
1514,Canada,Myanmar,2003,January,3,38
1515,Canada,Myanmar,2003,March,3,38
1516,Canada,Myanmar,2003,June,1,38
1517,Canada,Myanmar,2003,September,1,38
1518,Canada,Myanmar,2003,October,2,38
1519,Canada,Myanmar,2003,November,3,38
1520,Canada,Myanmar,2003,December,3,38
1521,France,Myanmar,2003,February,2,38
1522,France,Myanmar,2003,March,1,38
1523,France,Myanmar,2003,April,4,38
1524,France,Myanmar,2003,June,1,38
1525,France,Myanmar,2003,July,2,38
1526,France,Myanmar,2003,August,3,38
1527,France,Myanmar,2003,October,1,38
1528,France,Myanmar,2003,November,2,38
1529,France,Myanmar,2003,December,2,38
1530,UK,Myanmar,2003,January,14,38
1531,UK,Myanmar,2003,February,5,38
1532,UK,Myanmar,2003,March,12,38
1533,UK,Myanmar,2003,April,16,38
1534,UK,Myanmar,2003,May,17,38
1535,UK,Myanmar,2003,June,16,38
1536,UK,Myanmar,2003,July,21,38
1537,UK,Myanmar,2003,August,16,38
1538,UK,Myanmar,2003,September,9,38
1539,UK,Myanmar,2003,October,6,38
1540,UK,Myanmar,2003,November,4,38
1541,UK,Myanmar,2003,December,6,38
1542,Germany,Myanmar,2003,January,15,38
1543,Germany,Myanmar,2003,February,14,38
1544,Germany,Myanmar,2003,March,10,38
1545,Germany,Myanmar,2003,April,13,38
1546,Germany,Myanmar,2003,May,18,38
1547,Germany,Myanmar,2003,June,2,38
1548,Germany,Myanmar,2003,July,3,38
1549,Germany,Myanmar,2003,August,10,38
1550,Germany,Myanmar,2003,October,5,38
1551,Germany,Myanmar,2003,November,1,38
1552,Germany,Myanmar,2003,December,1,38
1553,USA,Myanmar,2003,January,33,38
1554,USA,Myanmar,2003,February,19,38
1555,USA,Myanmar,2003,March,34,38
1556,USA,Myanmar,2003,April,34,38
1557,USA,Myanmar,2003,May,49,38
1558,USA,Myanmar,2003,June,26,38
1559,USA,Myanmar,2003,July,33,38
1560,USA,Myanmar,2003,August,30,38
1561,USA,Myanmar,2003,September,30,38
1562,USA,Myanmar,2003,October,33,38
1563,USA,Myanmar,2003,November,13,38
1564,USA,Myanmar,2003,December,20,38
1565,USA,Myanmar,2003,January,8,38
1566,USA,Myanmar,2003,February,4,38
1567,USA,Myanmar,2003,March,4,38
1568,USA,Myanmar,2003,April,5,38
1569,USA,Myanmar,2003,May,11,38
1570,USA,Myanmar,2003,June,6,38
1571,USA,Myanmar,2003,July,6,38
1572,USA,Myanmar,2003,August,6,38
1573,USA,Myanmar,2003,September,9,38
1574,USA,Myanmar,2003,October,9,38
1575,USA,Myanmar,2003,November,7,38
1576,USA,Myanmar,2003,December,3,38
1577,Canada,Myanmar,2004,January,2,27
1578,Canada,Myanmar,2004,February,5,27
1579,Canada,Myanmar,2004,April,5,27
1580,Canada,Myanmar,2004,June,3,27
1581,Canada,Myanmar,2004,July,2,27
1582,Canada,Myanmar,2004,August,4,27
1583,Canada,Myanmar,2004,September,6,27
1584,Canada,Myanmar,2004,October,3,27
1585,Canada,Myanmar,2004,November,1,27
1586,France,Myanmar,2004,January,5,27
1587,France,Myanmar,2004,February,1,27
1588,France,Myanmar,2004,March,3,27
1589,France,Myanmar,2004,April,4,27
1590,France,Myanmar,2004,May,3,27
1591,France,Myanmar,2004,June,4,27
1592,France,Myanmar,2004,July,1,27
1593,France,Myanmar,2004,September,1,27
1594,France,Myanmar,2004,October,1,27
1595,France,Myanmar,2004,November,2,27
1596,France,Myanmar,2004,December,3,27
1597,UK,Myanmar,2004,January,3,27
1598,UK,Myanmar,2004,February,4,27
1599,UK,Myanmar,2004,March,5,27
1600,UK,Myanmar,2004,April,5,27
1601,UK,Myanmar,2004,May,4,27
1602,UK,Myanmar,2004,June,10,27
1603,UK,Myanmar,2004,July,7,27
1604,UK,Myanmar,2004,August,4,27
1605,UK,Myanmar,2004,September,3,27
1606,UK,Myanmar,2004,October,5,27
1607,UK,Myanmar,2004,November,7,27
1608,UK,Myanmar,2004,December,9,27
1609,Germany,Myanmar,2004,January,3,27
1610,Germany,Myanmar,2004,February,3,27
1611,Germany,Myanmar,2004,March,15,27
1612,Germany,Myanmar,2004,April,5,27
1613,Germany,Myanmar,2004,May,1,27
1614,Germany,Myanmar,2004,June,9,27
1615,Germany,Myanmar,2004,July,5,27
1616,Germany,Myanmar,2004,August,5,27
1617,Germany,Myanmar,2004,September,1,27
1618,Germany,Myanmar,2004,October,3,27
1619,Germany,Myanmar,2004,November,1,27
1620,Germany,Myanmar,2004,December,1,27
1621,USA,Myanmar,2004,January,25,27
1622,USA,Myanmar,2004,February,22,27
1623,USA,Myanmar,2004,March,23,27
1624,USA,Myanmar,2004,April,14,27
1625,USA,Myanmar,2004,May,14,27
1626,USA,Myanmar,2004,August,27,27
1627,USA,Myanmar,2004,September,26,27
1628,USA,Myanmar,2004,October,15,27
1629,USA,Myanmar,2004,November,18,27
1630,USA,Myanmar,2004,December,17,27
1631,USA,Myanmar,2004,January,11,27
1632,USA,Myanmar,2004,February,6,27
1633,USA,Myanmar,2004,March,6,27
1634,USA,Myanmar,2004,April,9,27
1635,USA,Myanmar,2004,May,8,27
1636,USA,Myanmar,2004,June,20,27
1637,USA,Myanmar,2004,July,9,27
1638,USA,Myanmar,2004,August,9,27
1639,USA,Myanmar,2004,September,5,27
1640,USA,Myanmar,2004,October,22,27
1641,USA,Myanmar,2004,November,13,27
1642,USA,Myanmar,2004,December,6,27
1643,Canada,Myanmar,2005,January,1,142
1644,Canada,Myanmar,2005,February,7,142
1645,Canada,Myanmar,2005,March,1,142
1646,Canada,Myanmar,2005,April,4,142
1647,Canada,Myanmar,2005,May,3,142
1648,Canada,Myanmar,2005,July,2,142
1649,Canada,Myanmar,2005,August,1,142
1650,Canada,Myanmar,2005,September,4,142
1651,Canada,Myanmar,2005,October,3,142
1652,Canada,Myanmar,2005,November,2,142
1653,Canada,Myanmar,2005,December,3,142
1654,France,Myanmar,2005,January,2,142
1655,France,Myanmar,2005,February,2,142
1656,France,Myanmar,2005,March,3,142
1657,France,Myanmar,2005,May,1,142
1658,France,Myanmar,2005,June,2,142
1659,France,Myanmar,2005,August,1,142
1660,France,Myanmar,2005,November,1,142
1661,UK,Myanmar,2005,January,8,142
1662,UK,Myanmar,2005,February,3,142
1663,UK,Myanmar,2005,March,5,142
1664,UK,Myanmar,2005,April,7,142
1665,UK,Myanmar,2005,May,5,142
1666,UK,Myanmar,2005,June,1,142
1667,UK,Myanmar,2005,July,7,142
1668,UK,Myanmar,2005,August,9,142
1669,UK,Myanmar,2005,September,2,142
1670,UK,Myanmar,2005,October,10,142
1671,UK,Myanmar,2005,November,6,142
1672,UK,Myanmar,2005,December,10,142
1673,Germany,Myanmar,2005,March,1,142
1674,Germany,Myanmar,2005,April,1,142
1675,Germany,Myanmar,2005,June,5,142
1676,Germany,Myanmar,2005,July,2,142
1677,Germany,Myanmar,2005,August,1,142
1678,Germany,Myanmar,2005,September,3,142
1679,Germany,Myanmar,2005,October,19,142
1680,Germany,Myanmar,2005,November,8,142
1681,USA,Myanmar,2005,January,12,142
1682,USA,Myanmar,2005,February,9,142
1683,USA,Myanmar,2005,March,15,142
1684,USA,Myanmar,2005,April,5,142
1685,USA,Myanmar,2005,May,12,142
1686,USA,Myanmar,2005,June,19,142
1687,USA,Myanmar,2005,July,16,142
1688,USA,Myanmar,2005,August,17,142
1689,USA,Myanmar,2005,September,11,142
1690,USA,Myanmar,2005,October,11,142
1691,USA,Myanmar,2005,November,20,142
1692,USA,Myanmar,2005,December,12,142
1693,USA,Myanmar,2005,January,7,142
1694,USA,Myanmar,2005,February,10,142
1695,USA,Myanmar,2005,March,5,142
1696,USA,Myanmar,2005,April,5,142
1697,USA,Myanmar,2005,May,10,142
1698,USA,Myanmar,2005,June,6,142
1699,USA,Myanmar,2005,July,3,142
1700,USA,Myanmar,2005,August,7,142
1701,USA,Myanmar,2005,September,3,142
1702,USA,Myanmar,2005,October,21,142
1703,USA,Myanmar,2005,November,9,142
1704,USA,Myanmar,2005,December,7,142
1705,Canada,Myanmar,2006,January,3,244
1706,Canada,Myanmar,2006,February,3,244
1707,Canada,Myanmar,2006,April,2,244
1708,Canada,Myanmar,2006,May,7,244
1709,Canada,Myanmar,2006,June,3,244
1710,Canada,Myanmar,2006,July,2,244
1711,Canada,Myanmar,2006,September,2,244
1712,Canada,Myanmar,2006,November,1,244
1713,France,Myanmar,2006,January,1,244
1714,France,Myanmar,2006,February,4,244
1715,France,Myanmar,2006,March,3,244
1716,France,Myanmar,2006,April,1,244
1717,France,Myanmar,2006,May,3,244
1718,France,Myanmar,2006,June,2,244
1719,France,Myanmar,2006,July,2,244
1720,France,Myanmar,2006,September,6,244
1721,France,Myanmar,2006,October,2,244
1722,France,Myanmar,2006,November,1,244
1723,France,Myanmar,2006,December,2,244
1724,UK,Myanmar,2006,January,12,244
1725,UK,Myanmar,2006,February,2,244
1726,UK,Myanmar,2006,March,10,244
1727,UK,Myanmar,2006,April,3,244
1728,UK,Myanmar,2006,May,10,244
1729,UK,Myanmar,2006,June,10,244
1730,UK,Myanmar,2006,July,6,244
1731,UK,Myanmar,2006,August,8,244
1732,UK,Myanmar,2006,September,9,244
1733,UK,Myanmar,2006,October,4,244
1734,UK,Myanmar,2006,November,5,244
1735,UK,Myanmar,2006,December,7,244
1736,Germany,Myanmar,2006,January,7,244
1737,Germany,Myanmar,2006,February,4,244
1738,Germany,Myanmar,2006,March,4,244
1739,Germany,Myanmar,2006,April,12,244
1740,Germany,Myanmar,2006,May,20,244
1741,Germany,Myanmar,2006,June,10,244
1742,Germany,Myanmar,2006,July,6,244
1743,Germany,Myanmar,2006,August,23,244
1744,Germany,Myanmar,2006,September,10,244
1745,Germany,Myanmar,2006,October,8,244
1746,Germany,Myanmar,2006,November,1,244
1747,Germany,Myanmar,2006,December,21,244
1748,USA,Myanmar,2006,January,14,244
1749,USA,Myanmar,2006,February,18,244
1750,USA,Myanmar,2006,March,17,244
1751,USA,Myanmar,2006,April,12,244
1752,USA,Myanmar,2006,May,15,244
1753,USA,Myanmar,2006,June,14,244
1754,USA,Myanmar,2006,July,13,244
1755,USA,Myanmar,2006,August,13,244
1756,USA,Myanmar,2006,September,10,244
1757,USA,Myanmar,2006,October,13,244
1758,USA,Myanmar,2006,November,17,244
1759,USA,Myanmar,2006,December,17,244
1760,USA,Myanmar,2006,January,8,244
1761,USA,Myanmar,2006,February,5,244
1762,USA,Myanmar,2006,March,8,244
1763,USA,Myanmar,2006,April,6,244
1764,USA,Myanmar,2006,May,13,244
1765,USA,Myanmar,2006,June,12,244
1766,USA,Myanmar,2006,July,5,244
1767,USA,Myanmar,2006,August,11,244
1768,USA,Myanmar,2006,September,10,244
1769,USA,Myanmar,2006,October,15,244
1770,USA,Myanmar,2006,November,14,244
1771,USA,Myanmar,2006,December,9,244
1772,Canada,Myanmar,2007,January,9,348
1773,Canada,Myanmar,2007,February,1,348
1774,Canada,Myanmar,2007,March,1,348
1775,Canada,Myanmar,2007,April,2,348
1776,Canada,Myanmar,2007,May,1,348
1777,Canada,Myanmar,2007,October,4,348
1778,Canada,Myanmar,2007,November,2,348
1779,Canada,Myanmar,2007,December,1,348
1780,France,Myanmar,2007,January,1,348
1781,France,Myanmar,2007,February,1,348
1782,France,Myanmar,2007,March,1,348
1783,France,Myanmar,2007,April,1,348
1784,France,Myanmar,2007,May,1,348
1785,France,Myanmar,2007,July,3,348
1786,France,Myanmar,2007,August,1,348
1787,France,Myanmar,2007,September,4,348
1788,France,Myanmar,2007,October,7,348
1789,France,Myanmar,2007,December,1,348
1790,UK,Myanmar,2007,January,12,348
1791,UK,Myanmar,2007,February,9,348
1792,UK,Myanmar,2007,March,20,348
1793,UK,Myanmar,2007,April,19,348
1794,UK,Myanmar,2007,May,24,348
1795,UK,Myanmar,2007,June,24,348
1796,UK,Myanmar,2007,July,18,348
1797,UK,Myanmar,2007,August,24,348
1798,UK,Myanmar,2007,September,25,348
1799,UK,Myanmar,2007,October,21,348
1800,UK,Myanmar,2007,November,16,348
1801,UK,Myanmar,2007,December,14,348
1802,Germany,Myanmar,2007,January,15,348
1803,Germany,Myanmar,2007,February,21,348
1804,Germany,Myanmar,2007,March,3,348
1805,Germany,Myanmar,2007,April,4,348
1806,Germany,Myanmar,2007,May,13,348
1807,Germany,Myanmar,2007,June,19,348
1808,Germany,Myanmar,2007,July,11,348
1809,Germany,Myanmar,2007,August,13,348
1810,Germany,Myanmar,2007,September,6,348
1811,Germany,Myanmar,2007,October,13,348
1812,Germany,Myanmar,2007,November,9,348
1813,Germany,Myanmar,2007,December,1,348
1814,USA,Myanmar,2007,January,14,348
1815,USA,Myanmar,2007,February,24,348
1816,USA,Myanmar,2007,March,15,348
1817,USA,Myanmar,2007,April,12,348
1818,USA,Myanmar,2007,May,12,348
1819,USA,Myanmar,2007,June,22,348
1820,USA,Myanmar,2007,July,13,348
1821,USA,Myanmar,2007,August,18,348
1822,USA,Myanmar,2007,September,19,348
1823,USA,Myanmar,2007,October,14,348
1824,USA,Myanmar,2007,November,18,348
1825,USA,Myanmar,2007,December,31,348
1826,USA,Myanmar,2007,January,10,348
1827,USA,Myanmar,2007,February,8,348
1828,USA,Myanmar,2007,March,6,348
1829,USA,Myanmar,2007,April,5,348
1830,USA,Myanmar,2007,May,7,348
1831,USA,Myanmar,2007,June,5,348
1832,USA,Myanmar,2007,July,3,348
1833,USA,Myanmar,2007,August,1,348
1834,USA,Myanmar,2007,September,7,348
1835,USA,Myanmar,2007,October,13,348
1836,USA,Myanmar,2007,November,13,348
1837,USA,Myanmar,2007,December,7,348
1838,Canada,Myanmar,2008,January,1,64
1839,Canada,Myanmar,2008,February,1,64
1840,Canada,Myanmar,2008,March,2,64
1841,Canada,Myanmar,2008,April,1,64
1842,Canada,Myanmar,2008,May,1,64
1843,Canada,Myanmar,2008,June,2,64
1844,Canada,Myanmar,2008,August,2,64
1845,Canada,Myanmar,2008,October,2,64
1846,Canada,Myanmar,2008,November,2,64
1847,France,Myanmar,2008,January,1,64
1848,France,Myanmar,2008,February,1,64
1849,France,Myanmar,2008,April,2,64
1850,France,Myanmar,2008,May,5,64
1851,France,Myanmar,2008,June,2,64
1852,France,Myanmar,2008,October,2,64
1853,France,Myanmar,2008,November,3,64
1854,France,Myanmar,2008,December,4,64
1855,UK,Myanmar,2008,January,19,64
